id,name,alias,length,ratio
tsk_4a57abb949e5b,symptom checklist-90-revised ,symptom checklist-90-revised ,29.0,100
tsk_4a57abb949eb3,tobacco craving questionnaire,tobacco craving questionnaire,29.0,100
trm_4dadbe225bdf1,spatial delayed response task,spatial delayed response task,29.0,100
trm_4e5662373bc89,heat sensitization/adaptation,heat sensitization/adaptation,29.0,100
trm_4f23fc8c42d28,monetary incentive delay task,monetary incentive delay task,29.0,100
trm_4f2417d4a63ae,random number generation task,random number generation task,29.0,100
trm_4f2419c4a1646,multisource interference task,multisource interference task,29.0,100
trm_502ad907e3299,apparent verticality judgment,apparent verticality judgment,29.0,100
trm_50f5822624e53,articulatory suppression task,articulatory suppression task,29.0,100
trm_50f852c084fde,match to sample visual search,match to sample visual search,29.0,100
trm_553eb45e2b709,social judgment of faces task,social judgment of faces task,29.0,100
trm_553ec40d44c51,numerical working memory task,numerical working memory task,29.0,100
trm_55a6a95f66508,dickman impulsivity inventory,dickman impulsivity inventory,29.0,100
trm_56674c7c2fa4f,sternberg directed forgetting,sternberg directed forgetting,29.0,100
trm_56a2a6ce24586,penn emotion recognition task,penn emotion recognition task,29.0,100
trm_56a91ed5f1ccc,self regulation questionnaire,self regulation questionnaire,29.0,100
trm_57964b8a66aed,montreal cognitive assessment,montreal cognitive assessment,29.0,100
dso_0050628,advanced sleep phase syndrome,advanced sleep phase syndrome,29.0,100
dso_10933,obsessive-compulsive disorder,obsessive-compulsive disorder,29.0,100
dso_10934,multiple personality disorder,multiple personality disorder,29.0,100
dso_10936,schizoid personality disorder,schizoid personality disorder,29.0,100
dso_10938,paranoid personality disorder,paranoid personality disorder,29.0,100
dso_1509,avoidant personality disorder,avoidant personality disorder,29.0,100
dso_2303,stereotypic movement disorder,stereotypic movement disorder,29.0,100
dso_52c73c015b5a4,explorer deprecation disorder,explorer deprecation disorder,29.0,100
trm_4f23fc8c42d28,monetary incentive delay task,monetary incentive delay task,29.0,100
tsk_4a57abb949d84,semantic anomaly judgement task,semantic anomaly judgmenttask,29.0,97
trm_5667441c338a7,2nd-order rule acquisition,second-order rule acquisition,29.0,91
trm_4a3fd79d09713,acoustic phonetic processing,acoustic phonetic processing,28.0,100
trm_4e5506161998c,interoceptive representation,interoceptive representation,28.0,100
trm_557b476527a27,auditory tone discrimination,auditory tone discrimination,28.0,100
trm_557b48e337218,negative feedback processing,negative feedback processing,28.0,100
trm_557b493e4203a,positive feedback processing,positive feedback processing,28.0,100
trm_558c7b707f606,left hand response execution,left hand response execution,28.0,100
trm_5595bd2b92003,facial happiness recognition,facial happiness recognition,28.0,100
trm_55b6b952c1b4c,right toe response execution,right toe response execution,28.0,100
trm_4c89924414c69,pitch/monitor discrimination,pitch/monitor discrimination,28.0,100
trm_4c8a85a4564b2,word stem completion (overt),word stem completion (overt),28.0,100
trm_4cacf3fbc503b,conditional stop signal task,conditional stop signal task,28.0,100
tsk_4a57abb9499e3,delayed match to sample task,delayed match to sample task,28.0,100
tsk_4a57abb949d32,pyramids and palm trees task,pyramids and palm trees task,28.0,100
trm_4d8a48e403c78,inductive reasoning aptitude,inductive reasoning aptitude,28.0,100
trm_4da88ec6735ad,uznadze haptic illusion task,uznadze haptic illusion task,28.0,100
trm_4e31d69b7f422,temporal order judgment task,temporal order judgment task,28.0,100
trm_4e8dd3831f0cc,deterministic classification,deterministic classification,28.0,100
trm_4ebc98cc77e7b,dual-task weather prediction,dual-task weather prediction,28.0,100
trm_4f24108555294,visually guided saccade task,visually guided saccade task,28.0,100
trm_4f2412d4c3b88,semantic classification task,semantic classification task,28.0,100
trm_4f2414a1bab77,phonetic discrimination task,phonetic discrimination task,28.0,100
trm_4f244d2a54e27,autobiographical memory task,autobiographical memory task,28.0,100
trm_50f9daf1c3834,visual object learning test ,visual object learning test ,28.0,100
trm_523df616da8a6,adolescent symptom inventory,adolescent symptom inventory,28.0,100
trm_527143a263937,test of language development,test of language development,28.0,100
trm_55218536d1710,time-series of response time,time-series of response time,28.0,100
trm_55a6a79b55c8b,adult adhd self-report scale,adult adhd self-report scale,28.0,100
trm_55c686e0824e8,single item food choice task,single item food choice task,28.0,100
trm_5667483dcc371,probabilistic selection task,probabilistic selection task,28.0,100
trm_56674f71483b0,holt and laury risk titrator,holt and laury risk titrator,28.0,100
trm_56a9166421494,duckworth's short grit scale,duckworth's short grit scale,28.0,100
trm_56bbee951f161,kirby delay discounting task,kirby delay discounting task,28.0,100
dso_0050668,alcohol-related birth defect,alcohol-related birth defect,28.0,100
dso_11385,expressive language disorder,expressive language disorder,28.0,100
dso_1203,drug-induced mental disorder,drug-induced mental disorder,28.0,100
dso_12294,atypical depressive disorder,atypical depressive disorder,28.0,100
dso_14320,generalized anxiety disorder,generalized anxiety disorder,28.0,100
dso_9828,neonatal abstinence syndrome,neonatal abstinence syndrome,28.0,100
trm_4f23fc8c42d28,monetary incentive delay task,mid monetary incentive delay,28.0,84
trm_4c8a830dec136,recitation/repetition (covert),covert recitation/repetition,28.0,72
trm_551f07a281283,distraction paradigm (capture),capture distraction paradigm,28.0,69
trm_58a5d31f5c72d,biological motion perception (passive viewing) paradigm,biological motion perception,28.0,67
trm_4dadbe225bdf1,spatial delayed response task,oculo-motor delayed response,28.0,63
trm_4a3fd79d09ae1,auditory stream segregation,auditory stream segregation,27.0,100
trm_4a3fd79d09aed,auditory word comprehension,auditory word comprehension,27.0,100
trm_4a3fd79d0a72e,kinaesthetic representation,kinaesthetic representation,27.0,100
trm_4a3fd79d0ac9e,phonological working memory,phonological working memory,27.0,100
trm_5159c0a633cda,understanding mental states,understanding mental states,27.0,100
trm_557b4abe521af,spatial selective attention,spatial selective attention,27.0,100
trm_557b4b05ae470,visual color discrimination,visual color discrimination,27.0,100
trm_558c7b5228ed4,visual sentence recognition,visual sentence recognition,27.0,100
trm_55b6b96e77df6,left toe response execution,left toe response execution,27.0,100
trm_4b843655d5d75,chimeric animal stroop task,chimeric animal stroop task,27.0,100
trm_4c3e0add96550,oculomotor delayed response,oculomotor delayed response,27.0,100
trm_4c898acd1f28e,pavlovian conditioning task,pavlovian conditioning task,27.0,100
trm_4c898cb4ada49,face monitor/discrimination,face monitor/discrimination,27.0,100
trm_4c89913f80802,orthographic discrimination,orthographic discrimination,27.0,100
trm_4c89922cb6402,phonological discrimination,phonological discrimination,27.0,100
trm_4c8a84825c4e4,tone monitor/discrimination,tone monitor/discrimination,27.0,100
tsk_4a57abb949869,antisaccade/prosaccade task,antisaccade/prosaccade task,27.0,100
tsk_4a57abb949a5d,extradimensional shift task,extradimensional shift task,27.0,100
tsk_4a57abb949ad7,intradimensional shift task,intradimensional shift task,27.0,100
tsk_4a57abb949f21,wisconsin card sorting test,wisconsin card sorting test,27.0,100
trm_4d54b61a14a14,probabilistic gambling task,probabilistic gambling task,27.0,100
trm_4da86c2a70a7d,dot pattern expectancy task,dot pattern expectancy task,27.0,100
trm_4da890cf99b9e,stockings of cambridge task,stockings of cambridge task,27.0,100
trm_4f2453b806fe1,spatial working memory task,spatial working memory task,27.0,100
trm_4fbd2d71adf87,minimal feature match task ,minimal feature match task ,27.0,100
trm_50df1dd534ff2,space fortress with oddball,space fortress with oddball,27.0,100
trm_5181fb7bf350b,reversal weather prediction,reversal weather prediction,27.0,100
trm_5208fe678c652,social responsiveness scale,social responsiveness scale,27.0,100
trm_5272806688e63,differential ability scales,differential ability scales,27.0,100
trm_5346927710e88,covert verb generation task,covert verb generation task,27.0,100
trm_550b5c1a7f4db,gambling fmri task paradigm,gambling fmri task paradigm,27.0,100
trm_5519c7f17de9f,vernier discrimination task,vernier discrimination task,27.0,100
trm_55217a446eb3b,discourse content questions,discourse content questions,27.0,100
trm_553e88a66b676,social bargaining fmri task,social bargaining fmri task,27.0,100
trm_553fd2fc7a648,complex trait judgment task,complex trait judgment task,27.0,100
trm_558c33e7714ba,multi-object localizer task,multi-object localizer task,27.0,100
trm_55a6a8e81b7f4,barratt impulsiveness scale,barratt impulsiveness scale,27.0,100
trm_55a6c92db12b0,hypomanic personality scale,hypomanic personality scale,27.0,100
trm_566748c929afc,delay discounting titration,delay discounting titration,27.0,100
trm_56a91a3082c31,theories of willpower scale,theories of willpower scale,27.0,100
trm_5798f5c57048d,national adult reading test,national adult reading test,27.0,100
trm_57c0c34e61fdf,continuous performance task,continuous performance task,27.0,100
trm_58c80c3376c95,social norm processing task,social norm processing task,27.0,100
dso_0060167,seasonal affective disorder,seasonal affective disorder,27.0,100
dso_10685,separation anxiety disorder,separation anxiety disorder,27.0,100
dso_8646,substance-induced psychosis,substance-induced psychosis,27.0,100
dso_9091,rem sleep behavior disorder,rem sleep behavior disorder,27.0,100
trm_5298ed1336e43,early development interview (edi),early development interview,27.0,90
trm_4c8a8329cb8ff,recitation/repetition (overt),overt recitation/repetition,27.0,75
trm_4c8a858da803d,word stem completion (covert),covert word stem completion,27.0,71
trm_4a3fd79d09804,analogical problem solving,analogical problem solving,26.0,100
trm_5358ede949107,conflict adaptation effect,conflict adaptation effect,26.0,100
trm_557b482a7c62b,emotional face recognition,emotional face recognition,26.0,100
trm_557b4b27dfd5e,visual form discrimination,visual form discrimination,26.0,100
trm_557b4b652cbec,visual pattern recognition,visual pattern recognition,26.0,100
trm_55b6b9d7c9435,working memory maintenance,working memory maintenance,26.0,100
trm_567982752ff4a,decision under uncertainty,decision under uncertainty,26.0,100
trm_565a31fa6f444,regulated heat stimulation,regulated heat stimulation,26.0,100
trm_5667441c338a7,2nd-order rule acquisition,2nd-order rule acquisition,26.0,100
trm_4c40d325977f0,self ordered pointing task,self ordered pointing task,26.0,100
trm_4c40d325977f0,self ordered pointing task,self ordered pointing task,26.0,100
trm_4c898bbab4fd4,divided auditory attention,divided auditory attention,26.0,100
tsk_4a57abb949858,adult attachment interview,adult attachment interview,26.0,100
tsk_4a57abb949912,cambridge face memory test,cambridge face memory test,26.0,100
tsk_4a57abb949aa1,gray oral reading test - 4,gray oral reading test - 4,26.0,100
tsk_4a57abb949be9,object-discrimination task,object-discrimination task,26.0,100
trm_4fbd2b6fd33c5,position of gap match task,position of gap match task,26.0,100
trm_4f2414059baa8,instrumental learning task,instrumental learning task,26.0,100
trm_4f241c8d4a75c,gender discrimination task,gender discrimination task,26.0,100
trm_4f241ee9c4e37,word-picture matching task,word-picture matching task,26.0,100
trm_4f2421c391b83,object working memory task,object working memory task,26.0,100
trm_4f244f997615c,bimanual coordination task,bimanual coordination task,26.0,100
trm_4f2457454e458,numerosity estimation task,numerosity estimation task,26.0,100
trm_4f2457a8b0bc8,verbal working memory task,verbal working memory task,26.0,100
trm_4f2457d94fd93,memory guided saccade task,memory guided saccade task,26.0,100
trm_50f733d7305a1,spatial recognition memory,spatial recognition memory,26.0,100
trm_52602e2e0c43b,expressive vocabulary test,expressive vocabulary test,26.0,100
trm_551b0bb59173d,contour interpolation task,contour interpolation task,26.0,100
trm_551b0fd03d7d8,retinotopic representation,retinotopic representation,26.0,100
trm_551f06a08dcc4,attentional blink paradigm,attentional blink paradigm,26.0,100
trm_55217a9f473f0,listening and reading task,listening and reading task,26.0,100
trm_55295382db2c5,non-spatial cuing paradigm,non-spatial cuing paradigm,26.0,100
trm_553fc63a54ae6,motion discrimination task,motion discrimination task,26.0,100
trm_56a2a5f8315c5,penn matrix reasoning test,penn matrix reasoning test,26.0,100
trm_586fd907e4fc6,hand chirality recognition,hand chirality recognition,26.0,100
dso_11038,depersonalization disorder,depersonalization disorder,26.0,100
dso_303,substance-related disorder,substance-related disorder,26.0,100
trm_4c8a85a4564b2,word stem completion (overt),overt word stem completion,26.0,74
tsk_4a57abb949d40,recognition memory test,pattern recognition memory,26.0,73
trm_4e31d031bc8c2,synchrony judgment task,simultaneity judgment task,26.0,69
trm_550b557e5f90e,social cognition (theory of mind) fmri task paradigm,social cognition fmri task,26.0,67
trm_50b55d8a6da00,pebl perceptual vigilance task,psychomotor vigilance task,26.0,64
trm_4fe9fae4321e7,difference threshold,just noticeable difference,26.0,43
trm_50240f06af135,operant task,instrumental learning task,26.0,42
trm_4a3fd79d09af8,auditory word recognition,auditory word recognition,25.0,100
trm_4a3fd79d09f64,crystallized intelligence,crystallized intelligence,25.0,100
trm_4a3fd79d0a18b,emotional decision making,emotional decision making,25.0,100
trm_4a3fd79d0a642,instrumental conditioning,instrumental conditioning,25.0,100
trm_4a3fd79d0ab93,perceptual categorization,perceptual categorization,25.0,100
trm_4a3fd79d0abaa,perceptual identification,perceptual identification,25.0,100
trm_4a3fd79d0b4a9,visual object recognition,visual object recognition,25.0,100
trm_4a3fd79d0b9dd,figure ground segregation,figure ground segregation,25.0,100
trm_557b4817db34d,economic value processing,economic value processing,25.0,100
trm_557b4855a12b4,emotional self-evaluation,emotional self-evaluation,25.0,100
trm_557b495cdde57,potential monetary reward,potential monetary reward,25.0,100
trm_557b4b47d994a,visual number recognition,visual number recognition,25.0,100
trm_558c736199abd,subjective value judgment,subjective value judgment,25.0,100
trm_558c7439832d9,visual letter recognition,visual letter recognition,25.0,100
trm_559f0986182cc,visual object maintenance,visual object maintenance,25.0,100
trm_55b6b98b88f45,tongue response execution,tongue response execution,25.0,100
trm_55ef1fd2bc418,visual string recognition,visual string recognition,25.0,100
trm_4c898b29660b0,cued explicit recognition,cued explicit recognition,25.0,100
tsk_4a57abb949934,choice reaction time task,choice reaction time task,25.0,100
tsk_4a57abb9499b8,color-discrimination task,color-discrimination task,25.0,100
tsk_4a57abb949d92,semantic association task,semantic association task,25.0,100
tsk_4a57abb949dc8,simple reaction time task,simple reaction time task,25.0,100
tsk_4a57abb949e44,symbol-digit substitution,symbol-digit substitution,25.0,100
tsk_4a57abb949e98,temporal discounting task,temporal discounting task,25.0,100
tsk_4a57abb949ec0,trail making test a and b,trail making test a and b,25.0,100
trm_4da88a2a63d97,paired associate learning,paired associate learning,25.0,100
trm_4da88b8b60ffb,alternating runs paradigm,alternating runs paradigm,25.0,100
trm_4da890594742a,emotional regulation task,emotional regulation task,25.0,100
trm_4e8a0dd29ec7b,sequential shape matching,sequential shape matching,25.0,100
trm_4e8dd3dfd9fff,mixed event-related probe,mixed event-related probe,25.0,100
trm_4f240d7664628,semantic relatedness task,semantic relatedness task,25.0,100
trm_4f241001dfcee,letter case judgment task,letter case judgment task,25.0,100
trm_4f241c735e7f6,serial reaction time task,serial reaction time task,25.0,100
trm_4f2449bdcb0b1,wason card selection task,wason card selection task,25.0,100
trm_4f244f0286947,analogical reasoning task,analogical reasoning task,25.0,100
trm_4f2454dfca337,relational reasoning task,relational reasoning task,25.0,100
trm_4f24550fc5f38,prototype distortion task,prototype distortion task,25.0,100
trm_50b6660b1b847,implicit association task,implicit association task,25.0,100
trm_50f73d557c967,information sampling task,information sampling task,25.0,100
trm_551b1460e89a3,auditory scene perception,auditory scene perception,25.0,100
trm_551efdcd10677,contrast sensitivity test,contrast sensitivity test,25.0,100
trm_551f1491a2fe8,transitive inference task,transitive inference task,25.0,100
trm_553fce5d21da7,bistable percept paradigm,bistable percept paradigm,25.0,100
trm_55a6a860a7088,hopkins symptom checklist,hopkins symptom checklist,25.0,100
trm_55c691909c580,two item food choice task,two item food choice task,25.0,100
trm_56675359b663a,cognitive reflection test,cognitive reflection test,25.0,100
trm_57c0c015b603c,chapman infrequency scale,chapman infrequency scale,25.0,100
trm_59cd03eeeab30,fictitious event ordering,fictitious event ordering,25.0,100
dso_11328,schizophreniform disorder,schizophreniform disorder,25.0,100
dso_11569,neurocirculatory asthenia,neurocirculatory asthenia,25.0,100
dso_11718,antidepressant type abuse,antidepressant type abuse,25.0,100
dso_1470,major depressive disorder,major depressive disorder,25.0,100
dso_52c731124ad3e,formula creation disorder,formula creation disorder,25.0,100
dso_579651a7e2604,mild cognitive impairment,mild cognitive impairment,25.0,100
trm_4f241c735e7f6,serial reaction time task,serial response time task,25.0,84
trm_4c8a85a4564b2,word stem completion (overt),word stem completion task,25.0,83
trm_4da88a2a63d97,paired associate learning,associative learning task,25.0,72
tsk_4a57abb949e98,temporal discounting task,intertemporal choice task,25.0,68
trm_4f2457a8b0bc8,verbal working memory task,verbal recognition memory,25.0,67
trm_559f09a5cdca9,subjective food value,self-reported food liking,25.0,48
trm_4a3fd79d09c34,category based induction,category based induction,24.0,100
trm_4a3fd79d09efb,conversational structure,conversational structure,24.0,100
trm_4a3fd79d09f36,creative problem solving,creative problem solving,24.0,100
trm_4a3fd79d09f70,cue dependent forgetting,cue dependent forgetting,24.0,100
trm_4a3fd79d0a6b9,intermediate-term memory,intermediate-term memory,24.0,100
trm_4a3fd79d0aa23,nondeclarative knowledge,nondeclarative knowledge,24.0,100
trm_4a3fd79d0afab,retroactive interference,retroactive interference,24.0,100
trm_4a3fd79d0b832,morphological processing,morphological processing,24.0,100
trm_4a3fd79d0ba6c,working memory retrieval,working memory retrieval,24.0,100
trm_4e31ced566649,multisensory integration,multisensory integration,24.0,100
trm_557b48f22ba99,numerical scale judgment,numerical scale judgment,24.0,100
trm_557b4b7e68727,visual place recognition,visual place recognition,24.0,100
trm_55ef273a77a86,auditory tone perception,auditory tone perception,24.0,100
trm_55ef3ba010121,vocal response execution,vocal response execution,24.0,100
trm_5a2852438fa35,episodic future thinking,episodic future thinking,24.0,100
trm_4fbd2b964d3ec,overlapping figures task,overlapping figures task,24.0,100
trm_4c3e0a9576c3b,letter number sequencing,letter number sequencing,24.0,100
trm_4c898b8c2d071,deductive reasoning task,deductive reasoning task,24.0,100
trm_4c8a83cac75f5,sequence recall/learning,sequence recall/learning,24.0,100
trm_4c8a842512a33,syntactic discrimination,syntactic discrimination,24.0,100
tsk_4a57abb94989b,backward digit span task,backward digit span task,24.0,100
tsk_4a57abb949a25,digit/symbol coding test,digit/symbol coding test,24.0,100
tsk_4a57abb949d76,selective attention task,selective attention task,24.0,100
tsk_4a57abb949d9f,sentence completion test,sentence completion test,24.0,100
tsk_4a57abb949ee9,visuospatial cueing task,visuospatial cueing task,24.0,100
trm_4da87f383435b,directed forgetting task,directed forgetting task,24.0,100
trm_4dadbfd771a54,picture-word stroop test,picture-word stroop test,24.0,100
trm_4f241614d4a25,attention switching task,attention switching task,24.0,100
trm_4f2421a62cdf8,face working memory task,face working memory task,24.0,100
trm_4fbd2e5614028,drawing from memory task,drawing from memory task,24.0,100
trm_50b65ef129e23,partial report procedure,partial report procedure,24.0,100
trm_50df0dd9d0b6f,incidental encoding task,incidental encoding task,24.0,100
trm_50f734f86b11a,emotion recognition task,emotion recognition task,24.0,100
trm_51070ae889d95,wais picture arrangement,wais picture arrangement,24.0,100
trm_51d6fe3f3942f,autism spectrum quotient,autism spectrum quotient,24.0,100
trm_523ca67b786d5,adult behavior checklist,adult behavior checklist,24.0,100
trm_524b4a402c87e,child behavior checklist,child behavior checklist,24.0,100
trm_5266bc6473fd8,preschool language scale,preschool language scale,24.0,100
trm_550b53d7dd674,motor fmri task paradigm,motor fmri task paradigm,24.0,100
trm_5519c85ed1e8d,contour integration task,contour integration task,24.0,100
trm_551efdfd1a356,face identification task,face identification task,24.0,100
trm_55217bd86ee12,mouse tracking paradigms,mouse tracking paradigms,24.0,100
trm_558702243da12,young mania rating scale,young mania rating scale,24.0,100
trm_558c4d3105abf,retinotopic mapping task,retinotopic mapping task,24.0,100
trm_569989ef8cff4,willingness to wait task,willingness to wait task,24.0,100
trm_56a915461cd91,brief self control scale,brief self control scale,24.0,100
trm_56a91a92043bc,upps-p impulsivity scale,upps-p impulsivity scale,24.0,100
dso_0060041,autism spectrum disorder,autism spectrum disorder,24.0,100
dso_0060149,social emotional agnosia,social emotional agnosia,24.0,100
dso_0060163,body dysmorphic disorder,body dysmorphic disorder,24.0,100
dso_10937,impulse control disorder,impulse control disorder,24.0,100
dso_1234,gender identity disorder,gender identity disorder,24.0,100
dso_5418,schizoaffective disorder,schizoaffective disorder,24.0,100
dso_55e1b3573c90c,letter position dyslexia,letter position dyslexia,24.0,100
trm_4d559bcd67c18,balloon analogue risk task,balloon analog risk task,24.0,96
trm_4f23fc8c42d28,monetary incentive delay task,monetary incentive delay,24.0,91
trm_4da6304c9aa23,attention networks test,attentional network task,24.0,85
tsk_4a57abb949e0c,sternberg delayed recognition task,delayed recognition task,24.0,83
trm_4c8a84825c4e4,tone monitor/discrimination,tone discrimination task,24.0,75
trm_4b1968619b00b,color-word stroop task,stroop color naming task,24.0,48
trm_4a3fd79d0b607,set shifting,task set reconfiguration,24.0,44
trm_4a3fd79d09a84,auditory lexical access,auditory lexical access,23.0,100
trm_4a3fd79d09aca,auditory scene analysis,auditory scene analysis,23.0,100
trm_4a3fd79d09b04,auditory working memory,auditory working memory,23.0,100
trm_4a3fd79d09b10,autobiographical memory,autobiographical memory,23.0,100
trm_4a3fd79d09b1c,autobiographical recall,autobiographical recall,23.0,100
trm_4a3fd79d0a9b9,motor sequence learning,motor sequence learning,23.0,100
trm_4a3fd79d0ad41,preattentive processing,preattentive processing,23.0,100
trm_4a3fd79d0ad4c,preconscious perception,preconscious perception,23.0,100
trm_4a3fd79d0b08f,semantic working memory,semantic working memory,23.0,100
trm_4a3fd79d0b507,visuospatial sketch pad,visuospatial sketch pad,23.0,100
trm_4a3fd79d0b6d1,discourse comprehension,discourse comprehension,23.0,100
trm_4c3e04d656f06,interference resolution,interference resolution,23.0,100
trm_4e5faabfe8ce3,sense of body ownership,sense of body ownership,23.0,100
trm_4fe3861edc919,inattentional blindness,inattentional blindness,23.0,100
trm_52b5f1ef4f9cc,phonological processing,phonological processing,23.0,100
trm_5524572b66764,feature-based attention,feature-based attention,23.0,100
trm_557b474e2b578,auditory tone detection,auditory tone detection,23.0,100
trm_557b494ca540d,potential monetary loss,potential monetary loss,23.0,100
trm_557b4ab076338,semantic categorization,semantic categorization,23.0,100
trm_557b4af7cc1cb,visual body recognition,visual body recognition,23.0,100
trm_557b4b154e0d9,visual face recognition,visual face recognition,23.0,100
trm_557b4b3a6a34d,visual form recognition,visual form recognition,23.0,100
trm_557b4b56de455,visual object detection,visual object detection,23.0,100
trm_557b4b8cd05ca,visual tool recognition,visual tool recognition,23.0,100
trm_557b4b9ccdc4a,visual word recognition,visual word recognition,23.0,100
trm_558c73b3663a6,phonological comparison,phonological comparison,23.0,100
trm_55b6b9a666604,working memory updating,working memory updating,23.0,100
trm_4af89b3a925ca,vandenberg & kuse tasks,vandenberg & kuse tasks,23.0,100
trm_4c89903149aeb,imagined objects/scenes,imagined objects/scenes,23.0,100
trm_4c8991e6e8597,paired associate recall,paired associate recall,23.0,100
trm_4c8a85534241d,visual pursuit/tracking,visual pursuit/tracking,23.0,100
tsk_4a57abb949846,action observation task,action observation task,23.0,100
tsk_4a57abb949a85,forward digit span task,forward digit span task,23.0,100
tsk_4a57abb949d40,recognition memory test,recognition memory test,23.0,100
trm_4d54b2cc0f943,cambridge gambling task,cambridge gambling task,23.0,100
trm_4d949c5b0e380,rhyme verification task,rhyme verification task,23.0,100
trm_4da6304c9aa23,attention networks test,attention networks test,23.0,100
trm_4da86cb034ff6,pattern comparison task,pattern comparison task,23.0,100
trm_4da87e9c79847,dichotic listening task,dichotic listening task,23.0,100
trm_4da88b17b985b,nonword repetition task,nonword repetition task,23.0,100
trm_4da88bb3c2462,object alternation task,object alternation task,23.0,100
trm_4e31d031bc8c2,synchrony judgment task,synchrony judgment task,23.0,100
trm_4e6114e7b1ff2,phasic pain stimulation,phasic pain stimulation,23.0,100
trm_4f240fbdf1601,word comprehension task,word comprehension task,23.0,100
trm_4f24194bce29f,conjunction search task,conjunction search task,23.0,100
trm_4f244860c702c,prospective memory task,prospective memory task,23.0,100
trm_4fbd2dc0273d9,foreshortened view task,foreshortened view task,23.0,100
trm_502be67697201,contrast detection task,contrast detection task,23.0,100
trm_5090b32d6b376,facial recognition task,facial recognition task,23.0,100
trm_5107067241007,wais picture completion,wais picture completion,23.0,100
trm_5206bf053acf4,piaget's water jar task,piaget's water jar task,23.0,100
trm_52167db323438,children's memory scale,children's memory scale,23.0,100
trm_52405b6f7ebe9,brief symptom inventory,brief symptom inventory,23.0,100
trm_529911569b592,halstead-reitan battery,halstead-reitan battery,23.0,100
trm_529d087705bfa,loneliness rating scale,loneliness rating scale,23.0,100
trm_551b05e03be48,perceptual closure task,perceptual closure task,23.0,100
trm_551b0e6b88363,perceptual organization,perceptual organization,23.0,100
trm_551b0f2b930ab,object recognition task,object recognition task,23.0,100
trm_558c324478d22,multi-class n-back task,multi-class n-back task,23.0,100
trm_56674987c8f0c,sternberg recent probes,sternberg recent probes,23.0,100
trm_5696bcf1b5c64,tower of london imagine,tower of london imagine,23.0,100
trm_5696d061adfb5,wrat-4 math computation,wrat-4 math computation,23.0,100
trm_56bbea82c12bb,emotion regulation task,emotion regulation task,23.0,100
trm_586fd4fd8754a,horizontal checkerboard,horizontal checkerboard,23.0,100
dso_0060154,verbal auditory agnosia,verbal auditory agnosia,23.0,100
dso_1059,intellectual disability,intellectual disability,23.0,100
dso_11120,psychologic dyspareunia,psychologic dyspareunia,23.0,100
dso_9977,hallucinogen dependence,hallucinogen dependence,23.0,100
trm_4a3fd79d0ab70,pavlovian conditioning,respondent conditioning,23.0,71
trm_4a3fd79d0b0bd,serial processing,intermittent processing,23.0,70
trm_4da890a9bd7a3,morris water maze,morris water navigation,23.0,70
trm_5667441c338a7,2nd-order rule acquisition,2nd-order decision task,23.0,69
trm_4a3fd79d09849,anticipation,imaginative speculation,23.0,57
trm_4cacf22a22d80,probabilistic classification task,weather prediction task,23.0,50
trm_4ebfe9a465449,expectancy,reward prediction error,23.0,36
trm_56a9137d9dce1,behavioral approach/inhibition systems,"bis/bas,bis,bas,bis-bas",23.0,26
trm_4a3fd79d098a6,articulatory rehearsal,articulatory rehearsal,22.0,100
trm_4a3fd79d09953,audiovisual perception,audiovisual perception,22.0,100
trm_4a3fd79d09b33,availability heuristic,availability heuristic,22.0,100
trm_4a3fd79d09c05,categorical clustering,categorical clustering,22.0,100
trm_4a3fd79d09c1c,categorical perception,categorical perception,22.0,100
trm_4a3fd79d0a173,elaborative processing,elaborative processing,22.0,100
trm_4a3fd79d0a1a2,emotional intelligence,emotional intelligence,22.0,100
trm_4a3fd79d0a689,intentional forgetting,intentional forgetting,22.0,100
trm_4a3fd79d0a775,language comprehension,language comprehension,22.0,100
trm_4a3fd79d0a862,mathematical reasoning,mathematical reasoning,22.0,100
trm_4a3fd79d0ab70,pavlovian conditioning,pavlovian conditioning,22.0,100
trm_4a3fd79d0ac30,performance monitoring,performance monitoring,22.0,100
trm_4a3fd79d0ac93,phonological retrieval,phonological retrieval,22.0,100
trm_4a3fd79d0adab,proactive interference,proactive interference,22.0,100
trm_4a3fd79d0b1e0,spatial working memory,spatial working memory,22.0,100
trm_4a3fd79d0b892,sentence comprehension,sentence comprehension,22.0,100
trm_4a3fd79d0b9d1,figure ground reversal,figure ground reversal,22.0,100
trm_4a3fd79d0ba77,working memory storage,working memory storage,22.0,100
trm_4e416f1373936,tactile working memory,tactile working memory,22.0,100
trm_4feb44e5ae25b,unconscious perception,unconscious perception,22.0,100
trm_502abeab4e1d8,multistable perception,multistable perception,22.0,100
trm_523e024c14df9,antisocial personality,antisocial personality,22.0,100
trm_5240fddc2e43e,phonological awareness,phonological awareness,22.0,100
trm_552185f5cda66,object-based attention,object-based attention,22.0,100
trm_557b4993a0fdd,reinforcement learning,reinforcement learning,22.0,100
trm_5595bd6c61d78,facial age recognition,facial age recognition,22.0,100
trm_56798c5f25b0c,context representation,context representation,22.0,100
trm_58c80b824c51b,social norm processing,social norm processing,22.0,100
trm_4fbd2b4bb165c,orientation match task,orientation match task,22.0,100
trm_4b1968619b00b,color-word stroop task,color-word stroop task,22.0,100
tsk_4a57abb949b46,matching pennies game ,matching pennies game ,22.0,100
tsk_4a57abb949d25,pseudoword naming task,pseudoword naming task,22.0,100
